split,f1_score,roc_auc,auprc
333,0.625,0.988135593220339,0.9187698412698412
334,0.5882352941176471,0.9762711864406779,0.836024531024531
335,0.3333333333333333,0.9932203389830508,0.9622222222222222
336,0.3076923076923077,0.9627118644067797,0.7786796536796536
337,0.3333333333333333,1.0,0.9999999999999999
338,0.5882352941176471,0.9728813559322034,0.8111294261294261
339,0.3076923076923077,0.9711864406779661,0.8127777777777777
340,0.5882352941176471,0.9661016949152543,0.7421900321900321
341,0.5882352941176471,0.9779661016949153,0.8629476079476078
342,0.46153846153846156,0.9898305084745762,0.9354365079365078
343,0.18181818181818182,0.9627118644067797,0.7553968253968253
344,0.5882352941176471,0.9694915254237287,0.7723015873015873
345,0.6956521739130435,0.9508474576271186,0.6920887445887445
346,0.5555555555555556,0.9559322033898305,0.6933866133866133
347,0.5333333333333333,0.9762711864406779,0.8029292929292928
348,0.5333333333333333,0.9593220338983052,0.762608225108225
349,0.5714285714285714,0.9898305084745762,0.9354365079365078
350,0.5714285714285714,0.9966101694915255,0.9809090909090908
351,0.5333333333333333,0.9711864406779662,0.8479365079365079
352,0.3076923076923077,0.9542372881355933,0.7139421689421689
353,0.5333333333333333,0.9728813559322034,0.8175396825396825
354,0.7619047619047619,0.9627118644067797,0.7917748917748917
355,0.625,0.9762711864406779,0.8734371184371184
356,0.625,0.9813559322033899,0.8591777666777667
357,0.5333333333333333,0.976271186440678,0.8337484737484737
358,0.6666666666666666,0.9966101694915255,0.9809090909090908
359,0.5333333333333333,0.964406779661017,0.7733225108225108
360,0.18181818181818182,0.9915254237288136,0.9540404040404039
361,0.18181818181818182,0.964406779661017,0.7770378151260504
362,0.5555555555555556,0.9508474576271186,0.6366558441558442
363,0.5882352941176471,0.9627118644067797,0.7618253968253966
364,0.6666666666666666,0.9457627118644069,0.6785081585081584
365,0.18181818181818182,0.9898305084745763,0.951923076923077
366,0.5882352941176471,0.9677966101694916,0.7663170163170162
367,0.42857142857142855,0.971186440677966,0.744920634920635
368,0.3333333333333333,0.9745762711864406,0.8567704517704516
369,0.3076923076923077,0.9694915254237289,0.7859920634920634
370,0.5882352941176471,0.9694915254237287,0.7998656898656898
371,0.5882352941176471,0.964406779661017,0.7614574314574314
372,0.5333333333333333,0.9864406779661017,0.9105880230880231
373,0.7619047619047619,0.9593220338983052,0.7833225108225108
374,0.7619047619047619,0.9627118644067796,0.763148518148518
375,0.625,0.9813559322033899,0.8591777666777667
376,0.7619047619047619,0.9525423728813559,0.6866558441558441
377,0.42857142857142855,0.9762711864406779,0.8135317460317459
378,0.18181818181818182,0.983050847457627,0.9170482295482295
379,0.625,0.9796610169491525,0.8523595848595847
380,0.5,0.9677966101694915,0.7925929625929625
381,0.5882352941176471,0.9711864406779661,0.7977960927960928
382,0.5882352941176471,0.9610169491525424,0.7284920634920633
383,0.625,0.9694915254237289,0.8229365079365079
384,0.5555555555555556,0.9576271186440678,0.71005328005328
385,0.5555555555555556,0.9542372881355933,0.6969580419580419
386,0.5882352941176471,0.9694915254237289,0.7827960927960927
387,0.5555555555555556,0.9627118644067796,0.7539177489177488
388,0.5333333333333333,0.983050847457627,0.8655880230880231
389,0.5,0.9593220338983051,0.7281593406593406
390,0.46153846153846156,0.9898305084745763,0.9476301476301475
391,0.5714285714285714,0.9898305084745762,0.9532467532467531
392,0.631578947368421,0.9745762711864407,0.8613170163170162
393,0.5263157894736842,0.9406779661016949,0.6413487819370172
394,0.18181818181818182,0.9983050847457627,0.9909090909090909
395,0.625,0.9728813559322034,0.7897008547008546
396,0.42857142857142855,0.9779661016949153,0.8548523698523698
397,0.7272727272727273,0.9423728813559322,0.6554360835243188
398,0.5882352941176471,0.964406779661017,0.7344122544122543
399,0.625,0.9677966101694916,0.7794444444444444
400,0.4,0.9508474576271186,0.6515781440781441
401,0.625,0.9694915254237289,0.7794444444444444
402,0.625,0.9796610169491525,0.8787484737484738
403,0.631578947368421,0.9525423728813559,0.695595238095238
404,0.18181818181818182,0.9813559322033898,0.9027625152625153
405,0.42857142857142855,0.9559322033898305,0.7222527472527472
406,0.625,0.9813559322033898,0.8322546897546897
407,0.3333333333333333,0.964406779661017,0.793611111111111
408,0.18181818181818182,0.9576271186440678,0.7375031830914183
409,0.625,0.9898305084745762,0.9354365079365078
410,0.18181818181818182,0.9796610169491525,0.8847008547008547
411,0.7272727272727273,0.9542372881355932,0.6831593406593406
412,0.75,0.9525423728813559,0.7193506493506492
413,0.5882352941176471,0.9644067796610168,0.7273015873015872
414,0.5882352941176471,0.976271186440678,0.848034188034188
415,0.5555555555555556,0.9474576271186441,0.6836363636363635
416,0.42857142857142855,0.9847457627118644,0.8905880230880231
417,0.5882352941176471,0.9576271186440678,0.6981485181485181
418,0.3333333333333333,0.9728813559322034,0.8313888888888888
419,0.5714285714285714,0.9372881355932203,0.6291791541791542
420,0.7272727272727273,0.9491525423728814,0.6693506493506493
421,0.5333333333333333,0.9745762711864406,0.8087698412698412
422,0.5882352941176471,0.964406779661017,0.7255233655233655
423,0.42857142857142855,0.9559322033898305,0.7066008991008991
424,0.7272727272727273,0.9525423728813559,0.7054220779220779
425,0.625,0.983050847457627,0.8655880230880231
426,0.5333333333333333,0.9779661016949153,0.8190262515262514
427,0.3076923076923077,0.9728813559322034,0.8175396825396825
428,0.5555555555555556,0.9542372881355933,0.7189285714285714
429,0.7619047619047619,0.9728813559322034,0.8637301587301587
430,0.46153846153846156,0.988135593220339,0.9464285714285713
431,0.7619047619047619,0.9576271186440679,0.7208866133866133
